input1,input2,true_output,fortran_pred,fortran_uncertainty,tensorflow_pred
  0.681688,  0.681688,558.369714,558.634786,  0.001651,558.643782
  1.530420,  1.530420,490.752558,489.750894,  0.005518,489.707240
  1.436116,  1.436116,474.093782,476.519511,  0.001876,476.523467
  1.697531,  1.697531,573.158064,567.796618,  0.010618,567.845477
 -1.526816, -1.526816,405.700608,406.581351,  0.002449,406.616650
 -0.169123, -0.169123,516.632503,516.164863,  0.002404,516.166298
  0.386990,  0.386990,394.707198,394.576487,  0.001130,394.576498
  0.152618,  0.152618,391.449435,391.859385,  0.001246,391.847869
  0.766284,  0.766284,599.074864,598.949529,  0.001554,598.937074
 -0.879866, -0.879866,273.992824,274.263143,  0.001081,274.273826
  1.739829,  1.739829,599.762451,587.545266,  0.012225,587.639991
 -0.173977, -0.173977,517.774176,516.828544,  0.002385,516.836470
  0.515964,  0.515964,457.587665,457.908174,  0.001314,457.916643
  1.108828,  1.108828,574.343638,572.686538,  0.002198,572.663693
  0.048607,  0.048607,431.411188,431.764535,  0.001580,431.770997
  0.746175,  0.746175,590.752430,591.105021,  0.001583,591.110704
 -1.648856, -1.648856,347.133303,343.798562,  0.005821,343.816367
 -0.324447, -0.324447,518.629360,516.963716,  0.002459,516.960552
 -1.585062, -1.585062,381.411090,377.845901,  0.005172,377.821996
 -1.320874, -1.320874,415.716096,415.928038,  0.001614,415.918307
  0.231667,  0.231667,375.524230,375.231773,  0.000977,375.226590
  0.389070,  0.389070,395.593754,395.103568,  0.001122,395.102868
 -0.662136, -0.662136,344.146080,344.612989,  0.001670,344.614385
  1.401446,  1.401446,474.355757,476.236403,  0.001836,476.241705
 -1.431819, -1.431819,425.380003,426.507375,  0.002248,426.539143
 -0.570606, -0.570606,399.851778,399.219812,  0.002048,399.229522
 -0.963769, -0.963769,281.632528,281.789149,  0.000828,281.792028
 -0.750893, -0.750893,301.288214,301.872260,  0.001838,301.872826
 -0.605277, -0.605277,378.204929,377.790068,  0.002101,377.803639
 -0.638560, -0.638560,358.027989,357.484386,  0.001646,357.470801
 -0.495718, -0.495718,446.027692,445.507132,  0.002027,445.493089
 -1.664804, -1.664804,337.884431,335.291627,  0.006086,335.261578
  0.604027,  0.604027,511.842275,512.076584,  0.001487,512.071926
  0.822450,  0.822450,616.783478,616.611257,  0.001439,616.614276
 -0.474223, -0.474223,458.320977,458.790609,  0.002083,458.806397
 -0.222516, -0.222516,524.959181,523.452354,  0.002496,523.476100
 -0.639254, -0.639254,357.444608,357.106791,  0.001629,357.105983
  1.364002,  1.364002,478.684377,475.930679,  0.001790,475.910552
 -0.419444, -0.419444,486.449929,484.816948,  0.002150,484.814937
  1.622643,  1.622643,529.805519,532.820960,  0.007855,532.785086
 -0.190619, -0.190619,520.868083,519.099315,  0.002409,519.090217
 -1.537217, -1.537217,401.795033,403.386859,  0.005052,403.366256
 -1.071940, -1.071940,316.551262,315.621357,  0.001608,315.641855
  0.576984,  0.576984,494.976614,495.444029,  0.001442,495.433425
  1.384111,  1.384111,475.772004,476.094784,  0.001787,476.093488
  0.019484,  0.019484,444.579629,444.379313,  0.001625,444.377502
  1.474947,  1.474947,478.056448,476.834090,  0.001930,476.818911
  1.412540,  1.412540,473.757366,476.326946,  0.001856,476.326852
 -1.291751, -1.291751,408.020176,406.955880,  0.001547,406.956107
  1.214919,  1.214919,526.685125,528.633760,  0.002339,528.634056
  0.031272,  0.031272,439.176363,439.274554,  0.001605,439.274770
 -1.696701, -1.696701,318.294797,318.253356,  0.006606,318.281197
 -0.340395, -0.340395,515.036186,513.884686,  0.002431,513.870103
 -0.554658, -0.554658,409.974215,409.079157,  0.002013,409.080182
  0.492388,  0.492388,443.655618,443.408812,  0.001272,443.413873
 -0.925631, -0.925631,275.784431,275.234121,  0.000914,275.237345
 -0.595569, -0.595569,384.079976,383.790927,  0.002085,383.784398
 -1.508787, -1.508787,411.350951,410.362807,  0.002387,410.372829
  0.601946,  0.601946,510.643499,510.796675,  0.001492,510.800556
 -1.180112, -1.180112,364.415623,363.506762,  0.001790,363.510126
  1.112295,  1.112295,572.923926,571.250152,  0.002180,571.243901
  1.600454,  1.600454,518.881112,522.461862,  0.007161,522.463266
 -0.929792, -0.929792,276.090118,275.448799,  0.000918,275.452060
 -1.228651, -1.228651,385.424046,384.994588,  0.001937,384.999418
  0.397391,  0.397391,398.563037,397.707903,  0.001175,397.709836
  1.712093,  1.712093,582.267736,574.591134,  0.011173,574.509059
  1.157366,  1.157366,552.516408,552.532447,  0.002274,552.544676
 -0.783483, -0.783483,289.977513,289.972839,  0.001705,289.971905
 -0.035296, -0.035296,469.427490,468.102041,  0.001837,468.090696
 -1.255693, -1.255693,395.807379,395.849710,  0.001461,395.852943
 -0.198246, -0.198246,522.123720,520.136356,  0.002444,520.138840
 -1.193980, -1.193980,370.931997,369.647298,  0.001839,369.648140
 -1.559406, -1.559406,393.015328,391.540634,  0.005059,391.535444
  0.558262,  0.558262,483.200864,483.927250,  0.001393,483.928904
  1.422941,  1.422941,473.764570,476.411484,  0.001871,476.408990
  1.651073,  1.651073,545.649954,546.102672,  0.008816,546.048378
  0.531219,  0.531219,466.531741,467.293260,  0.001340,467.291364
  0.565889,  0.565889,487.738705,488.616840,  0.001391,488.603765
  1.206598,  1.206598,530.125521,532.085757,  0.002330,532.057263
  0.131816,  0.131816,398.236691,398.329732,  0.001242,398.338107
  1.235721,  1.235721,517.795327,519.994086,  0.002394,519.980584
 -0.787643, -0.787643,288.710621,288.584920,  0.001715,288.600648
  1.169154,  1.169154,547.162790,547.635880,  0.002312,547.631822
  1.221160,  1.221160,523.740888,526.040214,  0.002345,526.014373
 -0.692646, -0.692646,327.735921,327.957796,  0.001777,327.958120
  0.080504,  0.080504,417.513631,417.955332,  0.001536,417.952864
  0.129736,  0.129736,398.722976,398.975474,  0.001245,398.976922
 -1.233504, -1.233504,387.544412,387.144256,  0.001954,387.158554
 -0.877093, -0.877093,273.911263,274.348686,  0.001077,274.346425
  1.375096,  1.375096,477.010414,476.020661,  0.001792,476.017232
 -0.383386, -0.383386,501.175794,501.014777,  0.002297,501.024450
  1.485348,  1.485348,479.509919,476.922458,  0.001947,476.905169
 -1.330582, -1.330582,417.943365,418.918297,  0.001670,418.921183
  1.156673,  1.156673,552.989903,552.819712,  0.002276,552.845584
 -0.310578, -0.310578,521.231566,519.639245,  0.002471,519.654758
 -1.663417, -1.663417,338.697419,336.026216,  0.006041,336.001788
 -1.517802, -1.517802,408.548641,408.473087,  0.002388,408.488500
  0.791247,  0.791247,608.040192,607.730948,  0.001379,607.734121
  0.253162,  0.253162,374.052427,374.474428,  0.000715,374.474101
 -1.316713, -1.316713,414.850955,414.644774,  0.001618,414.639819
 -1.248066, -1.248066,393.125241,393.489141,  0.001521,393.466899
  1.657313,  1.657313,549.087429,549.007984,  0.009096,548.977926
 -0.029748, -0.029748,466.764195,465.698062,  0.001811,465.711226
  0.605413,  0.605413,512.647592,512.928978,  0.001499,512.928337
  0.922994,  0.922994,625.642003,624.325290,  0.001035,624.301188
 -1.282043, -1.282043,404.938540,403.962858,  0.001536,403.969787
  0.977080,  0.977080,618.595012,621.105591,  0.001087,621.109909
  0.751723,  0.751723,593.240642,593.656621,  0.001501,593.650037
 -0.971396, -0.971396,283.351090,283.277186,  0.000844,283.280372
  0.229586,  0.229586,375.905643,375.562827,  0.000989,375.559510
  1.311303,  1.311303,490.669570,491.575188,  0.002502,491.573916
 -0.429151, -0.429151,481.862497,480.457404,  0.002089,480.476354
 -0.223902, -0.223902,524.974606,523.638535,  0.002496,523.615361
  1.513084,  1.513084,485.832952,481.645800,  0.005374,481.604568
  0.174114,  0.174114,385.782798,385.175282,  0.001282,385.176295
  1.400752,  1.400752,474.337896,476.231242,  0.001827,476.247764
  0.716359,  0.716359,576.917102,576.969053,  0.001493,576.950339
 -1.217556, -1.217556,380.854547,380.084376,  0.001912,380.106341
  1.496443,  1.496443,481.897842,477.013004,  0.001953,477.018034
 -0.596263, -0.596263,383.730861,383.361942,  0.002070,383.359750
  1.635124,  1.635124,536.567471,538.648731,  0.008218,538.629619
  1.027005,  1.027005,605.628801,606.666820,  0.002123,606.673709
 -1.533057, -1.533057,403.373577,405.219634,  0.002867,405.142040
  1.643445,  1.643445,541.176004,542.538655,  0.008535,542.536239
  0.285752,  0.285752,374.140284,374.508214,  0.000722,374.507202
 -0.773082, -0.773082,293.168466,293.476040,  0.001773,293.511714
 -0.921471, -0.921471,275.373744,275.020649,  0.000903,275.031259
  1.100507,  1.100507,577.899778,576.144292,  0.002214,576.153201
  0.427901,  0.427901,411.006855,412.077651,  0.001177,412.065555
 -0.356343, -0.356343,510.272794,510.806170,  0.002378,510.799212
  0.934089,  0.934089,624.940792,623.665578,  0.001047,623.627720
  1.724574,  1.724574,590.075465,580.428484,  0.011716,580.419341
  1.419474,  1.419474,473.610544,476.382973,  0.001865,476.356117
  0.893871,  0.893871,626.174622,625.529069,  0.001150,625.525558
  0.994415,  0.994415,614.658807,620.055468,  0.001274,620.021836
 -1.700168, -1.700168,316.094411,316.407510,  0.006698,316.409826
 -1.689767, -1.689767,322.462492,321.962760,  0.006528,321.994097
  0.635923,  0.635923,531.541103,531.698725,  0.001594,531.692152
 -0.424297, -0.424297,483.918315,482.636357,  0.002119,482.639719
 -1.612799, -1.612799,367.355020,363.040207,  0.005360,363.048636
 -0.706514, -0.706514,320.733341,320.388241,  0.001836,320.393904
  1.255137,  1.255137,509.958042,511.931977,  0.002426,511.912185
  0.585998,  0.585998,500.613246,500.988469,  0.001450,500.980879
 -0.041536, -0.041536,472.219657,470.801466,  0.001869,470.810879
  0.349546,  0.349546,383.704010,385.090800,  0.001130,385.102009
  1.696838,  1.696838,572.788876,567.464450,  0.010470,567.466800
 -0.480463, -0.480463,454.516269,454.936467,  0.002062,454.951135
  1.456225,  1.456225,475.433224,476.681814,  0.001900,476.665974
 -1.325728, -1.325728,416.995984,417.423369,  0.001641,417.419483
 -1.654403, -1.654403,344.078586,340.836549,  0.005881,340.860073
  0.502789,  0.502789,449.691232,449.806411,  0.001288,449.804725
 -0.859064, -0.859064,275.267600,274.896349,  0.001030,274.898181
  0.252469,  0.252469,373.998445,374.474241,  0.000724,374.462479
 -1.591996, -1.591996,378.010923,374.145226,  0.005202,374.119448
 -0.990118, -0.990118,287.951224,287.060181,  0.001209,287.072427
  1.095653,  1.095653,580.089104,578.159445,  0.002185,578.166170
  0.835625,  0.835625,619.481643,620.361968,  0.001469,620.374299
 -0.318899, -0.318899,519.736454,518.037236,  0.002468,518.042898
 -0.719689, -0.719689,314.697389,313.724348,  0.001682,313.730484
 -0.810526, -0.810526,282.761723,283.330802,  0.001338,283.337051
  1.488815,  1.488815,480.132750,476.949766,  0.001954,476.956329
 -0.334848, -0.334848,516.366664,514.956584,  0.002409,514.956537
  0.631763,  0.631763,529.127248,529.138402,  0.001578,529.125603
 -1.346530, -1.346530,420.997006,421.310877,  0.001209,421.327875
  1.670488,  1.670488,556.648774,555.163857,  0.009477,555.148326
 -1.218249, -1.218249,381.218415,380.390650,  0.001903,380.397756
  1.222547,  1.222547,523.275351,525.465485,  0.002372,525.484073
 -1.718890, -1.718890,304.484895,306.419031,  0.007106,306.422846
  0.885550,  0.885550,625.787901,625.165615,  0.001132,625.166504
  0.571436,  0.571436,491.372708,492.030322,  0.001411,492.038150
 -1.440833, -1.440833,424.767334,424.618802,  0.002275,424.607910
 -1.426272, -1.426272,425.896889,427.616407,  0.001778,427.572475
  0.708038,  0.708038,572.697934,573.024635,  0.001469,573.039170
  0.114481,  0.114481,404.124065,403.719000,  0.001256,403.712369
  0.931315,  0.931315,624.972405,623.830981,  0.001046,623.831245
  0.018097,  0.018097,444.963135,444.977336,  0.001640,444.980754
  0.520124,  0.520124,459.739708,460.468846,  0.001319,460.463577
 -1.250840, -1.250840,393.925772,394.353542,  0.001437,394.355940
 -1.342369, -1.342369,420.297766,420.975132,  0.001206,420.985839
  0.003535,  0.003535,451.632969,451.285633,  0.001693,451.270389
  0.108240,  0.108240,406.629583,405.940685,  0.001557,405.953201
 -0.287696, -0.287696,524.336390,524.061772,  0.002519,524.065986
  1.090106,  1.090106,582.382641,580.463402,  0.002181,580.471491
  1.106054,  1.106054,575.385290,573.841563,  0.002195,573.840098
 -1.659950, -1.659950,340.753087,337.873416,  0.005997,337.889000
 -1.647469, -1.647469,348.187191,344.535439,  0.005808,344.578353
 -1.508094, -1.508094,411.453047,410.507376,  0.002391,410.491456
  1.050581,  1.050581,597.592326,596.876725,  0.002137,596.874449
  0.574210,  0.574210,493.200580,493.736446,  0.001434,493.737908
  0.427208,  0.427208,410.550541,411.750753,  0.001186,411.752171
  0.164406,  0.164406,388.194596,388.193780,  0.001260,388.198360
 -1.499773, -1.499773,413.978138,412.256266,  0.002372,412.232663
 -1.352771, -1.352771,421.925045,421.810804,  0.001215,421.797512
 -0.476303, -0.476303,457.129462,457.507711,  0.002071,457.511353
 -0.501266, -0.501266,442.587412,442.077102,  0.002015,442.083671
 -1.420031, -1.420031,426.101771,427.202878,  0.001339,427.179253
 -0.764761, -0.764761,296.053884,296.605266,  0.001913,296.607914
  0.227506,  0.227506,375.950834,375.893576,  0.000970,375.883973
  0.654645,  0.654645,543.017691,543.210442,  0.001637,543.209889
  1.440277,  1.440277,474.328225,476.552118,  0.001891,476.583786
 -1.579515, -1.579515,384.036982,380.801263,  0.005159,380.811682
  0.063168,  0.063168,424.965279,425.461836,  0.001555,425.458013
  0.726066,  0.726066,581.726618,581.572283,  0.001530,581.583837
  1.200357,  1.200357,532.864409,534.676976,  0.002332,534.678756
 -1.529590, -1.529590,404.717863,406.002904,  0.002421,406.018459
 -0.656589, -0.656589,347.342876,347.640915,  0.001661,347.653621
  0.659499,  0.659499,545.821798,546.053753,  0.001576,546.055821
  1.592826,  1.592826,515.431010,518.898049,  0.006880,518.902890
  1.228787,  1.228787,520.599788,522.875184,  0.002384,522.891005
  0.047913,  0.047913,431.616903,432.066561,  0.001563,432.080942
  1.189956,  1.189956,537.696403,538.994588,  0.002321,539.009691
 -1.443607, -1.443607,424.498468,424.035639,  0.002280,424.036223
  0.242068,  0.242068,374.525706,374.462809,  0.000720,374.465982
  0.451477,  0.451477,422.018641,423.181608,  0.001200,423.176731
  0.512497,  0.512497,455.422954,455.777247,  0.001291,455.769697
 -0.387547, -0.387547,499.572133,499.148386,  0.002269,499.125244
  1.732895,  1.732895,595.083699,584.300906,  0.011986,584.309978
  1.352907,  1.352907,480.523244,477.184754,  0.002571,477.193436
 -0.108797, -0.108797,499.091166,499.928814,  0.002194,499.936808
 -1.052525, -1.052525,308.721065,307.735500,  0.001259,307.734075
 -1.195367, -1.195367,371.293532,370.261932,  0.001834,370.253419
  1.046421,  1.046421,599.040112,598.604631,  0.002131,598.601356
  1.341119,  1.341119,483.062757,481.266417,  0.002548,481.282132
 -1.619733, -1.619733,363.719983,359.341812,  0.005433,359.377980
 -1.711263, -1.711263,309.104780,310.489891,  0.006970,310.462548
  0.731614,  0.731614,584.323744,584.200992,  0.001530,584.200854
  1.614322,  1.614322,525.694692,528.939907,  0.007573,528.947834
 -0.942967, -0.942967,277.812289,277.729659,  0.000829,277.739265
  1.687823,  1.687823,567.152278,563.264308,  0.010226,563.205207
  1.376483,  1.376483,476.720786,476.032437,  0.001801,476.046916
 -0.782789, -0.782789,290.090546,290.202630,  0.001702,290.194002
 -1.666191, -1.666191,337.100145,334.545461,  0.006092,334.493938
  1.725961,  1.725961,590.804357,581.067135,  0.011671,581.008231
 -0.694726, -0.694726,326.473546,326.825193,  0.001789,326.812292
  0.151925,  0.151925,391.736338,392.073704,  0.001245,392.077875
 -1.257774, -1.257774,396.754765,396.488687,  0.001481,396.499675
  1.011057,  1.011057,610.386897,613.288922,  0.002124,613.295691
 -1.169711, -1.169711,359.884206,358.904099,  0.001779,358.912044
  0.584611,  0.584611,499.806541,500.133879,  0.001456,500.131836
 -0.382693, -0.382693,501.588299,501.327142,  0.002300,501.321552
  1.714866,  1.714866,583.791039,575.892115,  0.011158,575.796197
 -0.615678, -0.615678,371.763216,371.364608,  0.002117,371.367192
  0.987481,  0.987481,616.313191,620.485711,  0.001106,620.481563
  0.423047,  0.423047,408.775815,409.791219,  0.001184,409.791599
 -1.146135, -1.146135,349.046600,348.468078,  0.001716,348.464277
  0.769058,  0.769058,600.151378,599.956882,  0.001539,599.966497
 -1.246679, -1.246679,392.565715,392.967292,  0.001876,392.952019
  0.138056,  0.138056,396.138512,396.387578,  0.001243,396.387699
  0.244841,  0.244841,374.435957,374.466096,  0.000722,374.468498
 -1.389521, -1.389521,425.793689,424.756233,  0.001280,424.772710
  0.319729,  0.319729,377.915123,377.541045,  0.001138,377.542116
  0.927848,  0.927848,625.417549,624.036470,  0.001044,624.032378
  1.388964,  1.388964,475.407742,476.132752,  0.001820,476.129476
 -1.621119, -1.621119,363.051665,358.601886,  0.005429,358.622388
 -0.001319, -0.001319,454.056924,453.386687,  0.001707,453.392337
  1.356374,  1.356374,479.735908,476.015104,  0.002315,476.093423
 -1.184966, -1.184966,366.792031,365.656893,  0.001837,365.662034
 -0.183685, -0.183685,519.444109,518.153970,  0.002423,518.181154
  0.081197,  0.081197,417.338101,417.652217,  0.001531,417.655167
  0.792634,  0.792634,608.254730,608.125119,  0.001374,608.127617
  1.577571,  1.577571,508.246583,511.765442,  0.006475,511.759736
  1.528339,  1.528339,490.279524,488.777656,  0.005548,488.747683
 -1.307699, -1.307699,412.453202,411.869475,  0.001598,411.879675
  1.382724,  1.382724,475.933642,476.082845,  0.001809,476.043534
 -0.348022, -0.348022,512.858686,512.408988,  0.002386,512.428404
 -0.674618, -0.674618,337.440725,337.798763,  0.001717,337.789928
  0.158165,  0.158165,389.945201,390.133686,  0.001255,390.133984
  0.305861,  0.305861,376.000475,374.529490,  0.000728,374.530010
  0.402245,  0.402245,400.366070,399.994284,  0.001176,399.994562
 -0.394481, -0.394481,496.957859,496.031443,  0.002239,496.047504
 -0.870852, -0.870852,274.087828,274.537241,  0.001057,274.535470
  1.611548,  1.611548,524.311318,527.633825,  0.007447,527.617644
  0.442463,  0.442463,417.701466,418.935963,  0.001205,418.935759
 -0.523455, -0.523455,429.278287,428.362937,  0.002005,428.357667
  1.229481,  1.229481,520.238726,522.583962,  0.002409,522.579124
  1.297435,  1.297435,494.633470,496.371225,  0.002457,496.392058
  0.035432,  0.035432,437.119958,437.470497,  0.001591,437.472557
 -1.630134, -1.630134,357.826663,353.791872,  0.005624,353.800316
 -0.479770, -0.479770,455.169959,455.360792,  0.002055,455.359219
  1.626110,  1.626110,531.868785,534.449441,  0.007922,534.401582
  1.540821,  1.540821,494.412835,494.602445,  0.005750,494.595910
  0.002842,  0.002842,451.866421,451.586402,  0.001689,451.573182
 -1.130880, -1.130880,342.201819,341.714808,  0.001687,341.710945
 -0.737024, -0.737024,306.804996,307.139947,  0.001758,307.150662
 -1.494226, -1.494226,415.217665,413.418316,  0.002368,413.414637
  1.176088,  1.176088,544.070980,544.755843,  0.002303,544.741925
  0.393924,  0.393924,397.332698,396.331312,  0.001133,396.337540
 -1.134347, -1.134347,343.800556,343.250419,  0.001708,343.260589
  1.609468,  1.609468,523.328257,526.666821,  0.007406,526.671000
  0.396698,  0.396698,398.396665,397.379984,  0.001174,397.385687
 -1.216863, -1.216863,380.447858,379.776246,  0.001894,379.781560
 -0.057485, -0.057485,478.890685,477.708962,  0.001934,477.703724
 -1.123946, -1.123946,338.985857,338.643884,  0.001670,338.650007
  0.901499,  0.901499,626.310262,625.606043,  0.001026,625.597711
 -0.947820, -0.947820,278.684792,278.677524,  0.000825,278.681904
  1.498523,  1.498523,482.296352,477.028332,  0.001987,477.056286
 -1.686993, -1.686993,324.355234,323.441803,  0.006417,323.385161
  1.434729,  1.434729,473.786213,476.507437,  0.001872,476.501242
  0.569356,  0.569356,490.183804,490.751966,  0.001420,490.752997
  0.151231,  0.151231,391.906759,392.290372,  0.001251,392.292250
  1.427102,  1.427102,473.878265,476.444937,  0.001881,476.438870
 -0.693340, -0.693340,327.430382,327.579696,  0.001779,327.581596
 -1.716810, -1.716810,305.477933,307.523544,  0.007040,307.557569
  0.281592,  0.281592,374.262783,374.503970,  0.000721,374.506021
  1.572024,  1.572024,506.155267,509.182823,  0.006364,509.167007
  1.720413,  1.720413,587.358369,578.467976,  0.011510,578.501312
 -0.194086, -0.194086,521.481806,519.568225,  0.002411,519.581951
 -0.189925, -0.189925,520.969419,519.004168,  0.002421,519.004618
 -0.819540, -0.819540,281.069222,281.324157,  0.001370,281.321232
  1.234334,  1.234334,518.235013,520.570931,  0.002370,520.562197
  0.359254,  0.359254,386.369600,387.551500,  0.001131,387.558095
 -1.629440, -1.629440,358.508054,354.158081,  0.005570,354.171165
  0.907739,  0.907739,626.232505,625.234129,  0.001018,625.244592
  0.561729,  0.561729,485.377064,486.059004,  0.001403,486.047723
  1.280793,  1.280793,500.403995,502.124911,  0.002439,502.116711
  1.111601,  1.111601,572.850224,571.536092,  0.002192,571.533100
  0.685155,  0.685155,560.451710,560.603065,  0.001653,560.604151
 -1.294524, -1.294524,408.970470,407.811659,  0.001558,407.818383
  1.728041,  1.728041,592.067744,582.039009,  0.011739,582.066216
  0.220572,  0.220572,376.761837,376.996845,  0.000969,377.003704
  1.402139,  1.402139,474.367521,476.240981,  0.001845,476.267729
 -1.695314, -1.695314,319.180226,318.998929,  0.006587,318.957424
 -0.111570, -0.111570,500.081784,501.131283,  0.002234,501.156831
  0.383523,  0.383523,393.478440,393.699204,  0.001128,393.694831
 -1.096903, -1.096903,327.056767,326.672655,  0.001616,326.688302
 -0.168430, -0.168430,516.307931,516.069629,  0.002393,516.084721
  0.840479,  0.840479,620.613893,621.742787,  0.001470,621.735051
  1.491589,  1.491589,480.653618,476.973590,  0.001971,476.955946
  0.643551,  0.643551,536.148146,536.387924,  0.001617,536.376402
 -1.354157, -1.354157,422.142939,421.920959,  0.001230,421.920043
 -0.807752, -0.807752,283.346712,283.947541,  0.001324,283.949190
 -1.420725, -1.420725,425.947309,427.258449,  0.001349,427.277094
 -1.637068, -1.637068,354.163327,350.086652,  0.005683,350.051938
  0.572130,  0.572130,491.803793,492.458780,  0.001415,492.465320
  1.281486,  1.281486,500.195080,501.887156,  0.002443,501.883758
 -0.464515, -0.464515,463.560471,464.569405,  0.001992,464.569758
  0.030578,  0.030578,439.387023,439.573549,  0.001603,439.570217
 -0.374372, -0.374372,504.559570,505.063403,  0.002335,505.073879
 -0.592102, -0.592102,386.286001,385.932507,  0.002059,385.930623
 -1.141975, -1.141975,347.104533,346.626230,  0.001716,346.633795
  1.138644,  1.138644,561.090713,560.305937,  0.002233,560.291370
  0.950731,  0.950731,623.023226,622.675537,  0.001067,622.661859
 -0.743958, -0.743958,303.951836,304.507527,  0.001793,304.513248
  0.404325,  0.404325,401.226504,400.973063,  0.001171,400.966282
 -1.554552, -1.554552,395.104989,394.131987,  0.005008,394.152206
  0.886244,  0.886244,625.889400,625.196128,  0.001137,625.203543
  0.695556,  0.695556,565.994830,566.502952,  0.001695,566.504133
  0.656032,  0.656032,543.715993,544.056657,  0.001605,544.042249
  0.848106,  0.848106,621.883081,623.534138,  0.001088,623.518911
  0.780846,  0.780846,604.598886,604.240639,  0.001581,604.228967
  0.323196,  0.323196,378.463569,378.419993,  0.001123,378.426075
 -1.299378, -1.299378,410.255346,409.304526,  0.001575,409.332802
  0.768364,  0.768364,599.848552,599.706691,  0.001547,599.702123
 -1.279963, -1.279963,404.084425,403.324033,  0.001527,403.333634
  0.259403,  0.259403,373.930384,374.480925,  0.000722,374.481012
  0.613734,  0.613734,517.984831,518.046973,  0.001523,518.053430
  1.687130,  1.687130,566.716857,562.936914,  0.010177,562.917080
  1.262764,  1.262764,506.905916,508.761805,  0.002459,508.748867
  0.414726,  0.414726,405.271114,405.872451,  0.001177,405.873062
 -0.425684, -0.425684,483.536667,482.011757,  0.002122,481.990506
 -0.682939, -0.682939,332.911388,333.258637,  0.001744,333.271969
 -1.560100, -1.560100,392.816263,391.174347,  0.005062,391.174403
 -0.439552, -0.439552,476.639805,475.781213,  0.002080,475.791471
 -0.969316, -0.969316,282.818448,282.872560,  0.000842,282.872169
  0.826611,  0.826611,617.426317,617.795108,  0.001449,617.797970
  0.189369,  0.189369,382.301442,381.968109,  0.000962,381.961307
  0.495855,  0.495855,445.686356,445.541093,  0.001291,445.530044
  1.024232,  1.024232,606.567669,607.819936,  0.002110,607.825086
  1.006203,  1.006203,611.594284,615.303917,  0.002101,615.306354
 -0.664910, -0.664910,342.535986,343.099526,  0.001691,343.099289
  1.020765,  1.020765,607.632027,609.258692,  0.002104,609.240963
  1.174008,  1.174008,545.023568,545.621289,  0.002279,545.633221
 -0.256493, -0.256493,526.280970,528.085338,  0.002568,528.093782
 -0.388240, -0.388240,499.413432,498.835836,  0.002270,498.841780
 -1.105224, -1.105224,330.547197,330.355215,  0.001640,330.360449
  0.051380,  0.051380,429.980901,430.564742,  0.001567,430.573636
 -0.395174, -0.395174,496.809611,495.720825,  0.002242,495.729579
  0.138750,  0.138750,395.808036,396.172742,  0.001255,396.169585
 -0.697500, -0.697500,325.180039,325.308927,  0.001820,325.317784
 -0.871545, -0.871545,274.416470,274.516068,  0.001061,274.509332
 -0.986651, -0.986651,287.039325,286.255323,  0.000853,286.253535
  0.039593,  0.039593,435.496064,435.671640,  0.001574,435.665240
  0.620668,  0.620668,522.059804,522.312870,  0.001553,522.304113
 -0.892348, -0.892348,273.572662,273.884846,  0.001103,273.889334
 -0.026975, -0.026975,465.720821,464.496542,  0.001803,464.498695
  0.617895,  0.617895,520.406018,520.607687,  0.001539,520.597143
  1.057515,  1.057515,595.161030,594.000273,  0.002148,593.987191
  0.093678,  0.093678,412.126839,412.247347,  0.001540,412.248641
  1.164300,  1.164300,549.395742,549.650685,  0.002275,549.629120
 -1.641922, -1.641922,351.258206,347.499136,  0.005787,347.551444
 -0.093542, -0.093542,493.459041,493.321452,  0.002121,493.325105
 -0.973476, -0.973476,283.542870,283.684377,  0.000848,283.680137
 -0.775162, -0.775162,292.457594,292.753444,  0.001699,292.767412
 -1.106611, -1.106611,331.021046,330.970640,  0.001639,330.979717
  1.682276,  1.682276,563.663892,560.682107,  0.009920,560.630279
 -1.101064, -1.101064,328.857758,328.513443,  0.001629,328.520730
 -1.059459, -1.059459,311.332033,310.106515,  0.001516,310.130423
 -0.119891, -0.119891,502.845269,504.735897,  0.002273,504.722321
 -0.822314, -0.822314,280.119491,280.706416,  0.001367,280.700096
  0.884857,  0.884857,625.718581,625.136852,  0.001134,625.136691
  1.416701,  1.416701,473.728832,476.363718,  0.001856,476.365921
  1.040180,  1.040180,601.232486,601.193488,  0.002119,601.183288
 -0.301564, -0.301564,522.534415,521.383902,  0.002486,521.385449
  1.565783,  1.565783,503.581722,506.271988,  0.006174,506.225873
 -1.406856, -1.406856,426.475986,426.147372,  0.001312,426.137517
 -0.930485, -0.930485,276.243137,275.484709,  0.000913,275.486076
 -1.223103, -1.223103,383.279581,382.539284,  0.001929,382.556591
 -1.677286, -1.677286,330.211543,328.625139,  0.006238,328.667211
  0.540233,  0.540233,471.846115,472.837121,  0.001357,472.840614
  1.302982,  1.302982,493.153901,494.454166,  0.002494,494.423932
  0.691396,  0.691396,563.749359,564.140819,  0.001674,564.141843
  0.917447,  0.917447,626.012137,624.654802,  0.001041,624.652206
  0.135976,  0.135976,396.793412,397.034466,  0.001246,397.031024
 -0.934646, -0.934646,276.841870,276.105260,  0.000823,276.113764
 -0.325833, -0.325833,518.210812,516.693081,  0.002427,516.689684
  0.142217,  0.142217,394.779453,395.093703,  0.001248,395.083856
  1.159446,  1.159446,551.503139,551.666047,  0.002283,551.663870
